"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"WIPRO","EQ","20-Feb-2018","        289.95","        290.00","        293.25","        289.10","        292.50","        291.45","        291.59","    3435235","          1001693596.50","      35876","    2387225","         69.49"
"WIPRO","EQ","21-Feb-2018","        291.45","        294.00","        294.85","        290.55","        292.90","        292.20","        292.59","    5155603","          1508484955.50","      68240","    3720632","         72.17"
"WIPRO","EQ","22-Feb-2018","        292.20","        292.90","        294.25","        291.05","        292.50","        292.65","        292.71","    4814439","          1409241132.25","      51270","    3726007","         77.39"
"WIPRO","EQ","23-Feb-2018","        292.65","        295.50","        295.95","        292.30","        294.00","        295.00","        294.18","    3667414","          1078868766.25","      48410","    2458634","         67.04"
"WIPRO","EQ","26-Feb-2018","        295.00","        294.80","        295.70","        290.40","        291.75","        291.60","        292.47","    5032102","          1471734192.55","      25607","    4006302","         79.61"
"WIPRO","EQ","27-Feb-2018","        291.60","        292.45","        294.35","        291.15","        293.00","        291.75","        292.32","    3925139","          1147393505.40","      24432","    3137195","         79.93"
"WIPRO","EQ","28-Feb-2018","        291.75","        293.00","        293.80","        289.00","        292.80","        292.80","        292.27","    5146717","          1504253371.65","      49642","    2805986","         54.52"
"WIPRO","EQ","01-Mar-2018","        292.80","        292.80","        294.10","        291.20","        292.05","        292.50","        292.26","    4085785","          1194112500.30","      14918","    3514872","         86.03"
"WIPRO","EQ","05-Mar-2018","        292.50","        293.60","        293.75","        289.80","        290.35","        290.95","        291.64","    3748745","          1093301613.55","      27800","    2636566","         70.33"
"WIPRO","EQ","06-Mar-2018","        290.95","        291.25","        291.95","        286.15","        287.95","        286.95","        288.59","    4726588","          1364054031.05","      39527","    3906292","         82.65"
"WIPRO","EQ","07-Mar-2018","        286.95","        288.45","        290.85","        284.30","        284.75","        285.35","        287.76","    1825628","           525347301.70","      38944","     784376","         42.96"
"WIPRO","EQ","08-Mar-2018","        285.35","        286.45","        287.75","        283.15","        285.00","        285.20","        285.90","    2020258","           577599205.40","      31093","    1159862","         57.41"
"WIPRO","EQ","09-Mar-2018","        285.20","        285.00","        287.90","        284.10","        285.35","        285.05","        285.97","    1005546","           287560484.25","      32522","     482298","         47.96"
"WIPRO","EQ","12-Mar-2018","        285.05","        286.30","        292.00","        286.10","        290.85","        290.70","        290.24","    1746849","           506997844.50","      25616","     637671","         36.50"
"WIPRO","EQ","13-Mar-2018","        290.70","        292.50","        299.40","        292.50","        295.70","        296.60","        296.45","    3204842","           950070017.75","      44110","    1604318","         50.06"
